file_path,filename,crop,condition_type,disease_name,scientific_name,canonical_id,class_index,source,domain,split
cv/datasets/raw/plantdoc_repo/train/Soyabean leaf/Soy-leaves-FAZ050-2015US-IL-Wuerffel-USNQ0F002-28DAB-Plot106b.jpg,Soy-leaves-FAZ050-2015US-IL-Wuerffel-USNQ0F002-28DAB-Plot106b.jpg,soybean,healthy,Healthy Soybean Leaf,,soybean__healthy__healthy,24,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf/img_1028.jpg,img_1028.jpg,tomato,healthy,Healthy Tomato Leaf,,tomato__healthy__healthy,37,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Raspberry leaf/gardening+008.JPG.jpg,gardening+008.JPG.jpg,raspberry,healthy,Healthy Raspberry Leaf,,raspberry__healthy__healthy,23,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Bell_pepper leaf/bell%20pepper%20rain%20590x330.jpg,bell%20pepper%20rain%20590x330.jpg,pepper,healthy,Healthy Pepper Leaf,,pepper__healthy__healthy,19,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Peach leaf/366.jpg,366.jpg,peach,healthy,Healthy Peach Leaf,,peach__healthy__healthy,17,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple rust leaf/apples_black-rot_01_zoom.jpg,apples_black-rot_01_zoom.jpg,apple,fungal,Cedar Apple Rust,Gymnosporangium juniperi-virginianae,apple__fungal__cedar_apple_rust,2,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn rust leaf/Corn%20Common%20Rust.png.jpg,Corn%20Common%20Rust.png.jpg,corn,fungal,Common Rust,Puccinia sorghi,corn__fungal__common_rust,8,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Early blight leaf/Early+Blight+-+Tomatoes.jpg,Early+Blight+-+Tomatoes.jpg,tomato,fungal,Early Blight,Alternaria solani,tomato__fungal__early_blight,29,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Strawberry leaf/stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,stock-photo-green-strawberry-leaf-isolated-on-white-background-clipping-path-458155747.jpg,strawberry,healthy,Healthy Strawberry Leaf,,strawberry__healthy__healthy,27,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Peach leaf/depositphotos_31403089-stock-photo-ripe-peach-with-leaf.jpg,depositphotos_31403089-stock-photo-ripe-peach-with-leaf.jpg,peach,healthy,Healthy Peach Leaf,,peach__healthy__healthy,17,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf/009-e1373768789869.jpg,009-e1373768789869.jpg,tomato,healthy,Healthy Tomato Leaf,,tomato__healthy__healthy,37,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/IMG_5360.jpg,IMG_5360.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf mosaic virus/Tomato+mosaic+virus.jpg,Tomato+mosaic+virus.jpg,tomato,viral,Mosaic Virus,ToMV,tomato__viral__tomato_mosaic_virus,36,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/p1070482.jpg,p1070482.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/potato_early-blight_02_zoom.jpg,potato_early-blight_02_zoom.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn Gray leaf spot/lipps-e.jpg,lipps-e.jpg,corn,fungal,Gray Leaf Spot,Cercospora zeae-maydis,corn__fungal__cercospora_leaf_spot_gray_leaf_spot,7,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple leaf/fruit_apple_apple-tree_wallpaper_EA60026.jpg,fruit_apple_apple-tree_wallpaper_EA60026.jpg,apple,healthy,Healthy Apple Leaf,,apple__healthy__healthy,3,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Bell_pepper leaf spot/TCSV_Pepper%20%284%29.jpg,TCSV_Pepper%20%284%29.jpg,pepper,bacterial,Bacterial Spot,Xanthomonas campestris,pepper__bacterial__bacterial_spot,18,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/NCLB-2.jpg,NCLB-2.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple rust leaf/quince5_600px.jpg,quince5_600px.jpg,apple,fungal,Cedar Apple Rust,Gymnosporangium juniperi-virginianae,apple__fungal__cedar_apple_rust,2,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Peach leaf/Dwarf-Red-Leaf-Peach-leaves-closeup.jpg,Dwarf-Red-Leaf-Peach-leaves-closeup.jpg,peach,healthy,Healthy Peach Leaf,,peach__healthy__healthy,17,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato mold leaf/tomato-leaf-2.jpg,tomato-leaf-2.jpg,tomato,fungal,Leaf Mold,Passalora fulva,tomato__fungal__leaf_mold,31,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn Gray leaf spot/2015Corn_Hail_Taylor_PH%2B%25282%2529.JPG.jpg,2015Corn_Hail_Taylor_PH%2B%25282%2529.JPG.jpg,corn,fungal,Gray Leaf Spot,Cercospora zeae-maydis,corn__fungal__cercospora_leaf_spot_gray_leaf_spot,7,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Early blight leaf/tomatoearlyblight.jpg,tomatoearlyblight.jpg,tomato,fungal,Early Blight,Alternaria solani,tomato__fungal__early_blight,29,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple leaf/apple-tree-branch-green-leaves-fresh-isolated-white-background-33032924.jpg,apple-tree-branch-green-leaves-fresh-isolated-white-background-33032924.jpg,apple,healthy,Healthy Apple Leaf,,apple__healthy__healthy,3,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/bacterial-leaf-streak-corn.jpg,bacterial-leaf-streak-corn.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Raspberry leaf/img_5426.jpg,img_5426.jpg,raspberry,healthy,Healthy Raspberry Leaf,,raspberry__healthy__healthy,23,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf/img_6635.jpg,img_6635.jpg,tomato,healthy,Healthy Tomato Leaf,,tomato__healthy__healthy,37,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf bacterial spot/CankerRhiemsFiring1-copy-50-QUALITY-16lcw30.jpg,CankerRhiemsFiring1-copy-50-QUALITY-16lcw30.jpg,tomato,bacterial,Bacterial Spot,Xanthomonas perforans,tomato__bacterial__bacterial_spot,28,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/bacterial-leaf-streak-of-corn.jpg,bacterial-leaf-streak-of-corn.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Raspberry leaf/171322132-56a6d3693df78cf7729070d3.jpg,171322132-56a6d3693df78cf7729070d3.jpg,raspberry,healthy,Healthy Raspberry Leaf,,raspberry__healthy__healthy,23,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/11NovMW_W4-A_4b.jpg,11NovMW_W4-A_4b.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/DSCN1228.jpg,DSCN1228.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/ncls-2016-a-shirley.jpg,ncls-2016-a-shirley.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/squash-powdery-mildew-2.jpg,squash-powdery-mildew-2.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple leaf/green-apple-fruits-leaf-25050127.jpg,green-apple-fruits-leaf-25050127.jpg,apple,healthy,Healthy Apple Leaf,,apple__healthy__healthy,3,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn rust leaf/Southern-rust-2_Wise.jpg,Southern-rust-2_Wise.jpg,corn,fungal,Common Rust,Puccinia sorghi,corn__fungal__common_rust,8,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Cherry leaf/670px-User-Completed-Image-Identify-Cherry-Trees-2015.12.05-23.48.57.0.jpeg.jpg,670px-User-Completed-Image-Identify-Cherry-Trees-2015.12.05-23.48.57.0.jpeg.jpg,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn Gray leaf spot/1193.jpg,1193.jpg,corn,fungal,Gray Leaf Spot,Cercospora zeae-maydis,corn__fungal__cercospora_leaf_spot_gray_leaf_spot,7,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato mold leaf/grey-mould-botrytis-cinerea-on-bottom-of-a-tomato-leaf-late-in-the-AFRDAN.jpg,grey-mould-botrytis-cinerea-on-bottom-of-a-tomato-leaf-late-in-the-AFRDAN.jpg,tomato,fungal,Leaf Mold,Passalora fulva,tomato__fungal__leaf_mold,31,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/Northern-corn-leaf-blight-V12-leaf-NM-F3.jpg,Northern-corn-leaf-blight-V12-leaf-NM-F3.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Peach leaf/peach-leaves-26807890.jpg,peach-leaves-26807890.jpg,peach,healthy,Healthy Peach Leaf,,peach__healthy__healthy,17,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf yellow virus/IMG_2686.JPG.jpg,IMG_2686.JPG.jpg,tomato,viral,Yellow Leaf Curl Virus,TYLCV,tomato__viral__tomato_yellow_leaf_curl_virus,35,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/potato-early-blight-alternaria-alternata-target-spot-lesion-on-a-potato-leaf-x63fwh.jpg,potato-early-blight-alternaria-alternata-target-spot-lesion-on-a-potato-leaf-x63fwh.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf bacterial spot/Bacterial-spot-tomato.jpg,Bacterial-spot-tomato.jpg,tomato,bacterial,Bacterial Spot,Xanthomonas perforans,tomato__bacterial__bacterial_spot,28,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/1895541545_8cfc6eabee_b.jpg,1895541545_8cfc6eabee_b.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/late_blight_2013_longisland1x1200.jpg,late_blight_2013_longisland1x1200.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/04c.jpg,04c.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/87985926-1-56a349f35f9b58b7d0d14d82.jpg,87985926-1-56a349f35f9b58b7d0d14d82.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf late blight/39-late-blight-mold.jpg,39-late-blight-mold.jpg,potato,fungal,Late Blight,Phytophthora infestans,potato__fungal__late_blight,21,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/P8230073.JPG.jpg,P8230073.JPG.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf bacterial spot/Tomato2_original.JPG_1472597932.jpg,Tomato2_original.JPG_1472597932.jpg,tomato,bacterial,Bacterial Spot,Xanthomonas perforans,tomato__bacterial__bacterial_spot,28,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/dusty-mildew-on-plants-downy-mildew-zucchini-plants-powdery-mildew-treatment-tomato-plants.jpg,dusty-mildew-on-plants-downy-mildew-zucchini-plants-powdery-mildew-treatment-tomato-plants.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Raspberry leaf/raspberry-leaves-isolated-28028038.jpg,raspberry-leaves-isolated-28028038.jpg,raspberry,healthy,Healthy Raspberry Leaf,,raspberry__healthy__healthy,23,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn rust leaf/corn-rust-6_19_17-image.jpg,corn-rust-6_19_17-image.jpg,corn,fungal,Common Rust,Puccinia sorghi,corn__fungal__common_rust,8,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/PowderyMildewSquashPlant12010.jpg,PowderyMildewSquashPlant12010.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf/trim-the-stem.jpg,trim-the-stem.jpg,grape,healthy,Healthy Grape Leaf,,grape__healthy__healthy,14,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/nclb7x1200.jpg,nclb7x1200.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/early-blight-alternaria-alternata-leaf-spotting-on-potato-leaf-ACG5WF.jpg,early-blight-alternaria-alternata-leaf-spotting-on-potato-leaf-ACG5WF.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple-Scab1.jpg,Apple-Scab1.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Soyabean leaf/IMG_20150714_122008907.jpg,IMG_20150714_122008907.jpg,soybean,healthy,Healthy Soybean Leaf,,soybean__healthy__healthy,24,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Blueberry leaf/red+blueberry+leaves.jpg,red+blueberry+leaves.jpg,blueberry,healthy,Healthy Blueberry Leaf,,blueberry__healthy__healthy,4,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Cherry leaf/BlackCherry04.jpg,BlackCherry04.jpg,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Squash Powdery mildew leaf/Powdery-mildew-on-pumpkin-leaf-for-web.jpg,Powdery-mildew-on-pumpkin-leaf-for-web.jpg,squash,fungal,Powdery Mildew,Podosphaera xanthii,squash__fungal__powdery_mildew,25,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Bell_pepper leaf spot/may27pepleaes001.jpg,may27pepleaes001.jpg,pepper,bacterial,Bacterial Spot,Xanthomonas campestris,pepper__bacterial__bacterial_spot,18,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple rust leaf/image1_14.jpeg.jpg,image1_14.jpeg.jpg,apple,fungal,Cedar Apple Rust,Gymnosporangium juniperi-virginianae,apple__fungal__cedar_apple_rust,2,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf mosaic virus/tomato-mosaic-virus-disease-on-260nw-625499771.jpg,tomato-mosaic-virus-disease-on-260nw-625499771.jpg,tomato,viral,Mosaic Virus,ToMV,tomato__viral__tomato_mosaic_virus,36,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Concord-Grapes.jpg,Concord-Grapes.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Cherry leaf/CHERRY_CHOKE_leaves.jpg,CHERRY_CHOKE_leaves.jpg,cherry,healthy,Healthy Cherry Leaf,,cherry__healthy__healthy,6,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Soyabean leaf/soybean-leaves-Aug-19-2013_thumb.jpg,soybean-leaves-Aug-19-2013_thumb.jpg,soybean,healthy,Healthy Soybean Leaf,,soybean__healthy__healthy,24,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf/IMG_3011.jpg,IMG_3011.jpg,tomato,healthy,Healthy Tomato Leaf,,tomato__healthy__healthy,37,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Septoria leaf spot/tomato-blight-treatment-blight.jpg,tomato-blight-treatment-blight.jpg,tomato,fungal,Septoria Leaf Spot,Septoria lycopersici,tomato__fungal__septoria_leaf_spot,32,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Septoria leaf spot/Septoria-leaf-spot-on-tomato-FOR-WEB.jpg,Septoria-leaf-spot-on-tomato-FOR-WEB.jpg,tomato,fungal,Septoria Leaf Spot,Septoria lycopersici,tomato__fungal__septoria_leaf_spot,32,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-BY9J7B.jpg,black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-BY9J7B.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/potato-early-blight-alternaria-alternata-lesion-on-a-potato-leaf-X96EFD.jpg,potato-early-blight-alternaria-alternata-lesion-on-a-potato-leaf-X96EFD.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn rust leaf/disease1.jpg,disease1.jpg,corn,fungal,Common Rust,Puccinia sorghi,corn__fungal__common_rust,8,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/20150619d.jpg,20150619d.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Septoria leaf spot/SeptoriaTomato-B.jpg,SeptoriaTomato-B.jpg,tomato,fungal,Septoria Leaf Spot,Septoria lycopersici,tomato__fungal__septoria_leaf_spot,32,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Peach leaf/stock-photo-two-sides-of-peach-leaf-isolate-on-white-17407162.jpg,stock-photo-two-sides-of-peach-leaf-isolate-on-white-17407162.jpg,peach,healthy,Healthy Peach Leaf,,peach__healthy__healthy,17,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/8-21-Anthracnose-shotholing-ANNEMIEK.jpg,8-21-Anthracnose-shotholing-ANNEMIEK.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf bacterial spot/Tomato%20bacterial%20canker.JPG.jpg,Tomato%20bacterial%20canker.JPG.jpg,tomato,bacterial,Bacterial Spot,Xanthomonas perforans,tomato__bacterial__bacterial_spot,28,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Raspberry leaf/Beetles-Berry_3998.jpg,Beetles-Berry_3998.jpg,raspberry,healthy,Healthy Raspberry Leaf,,raspberry__healthy__healthy,23,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf yellow virus/tomato-yellow-leaf-curl-virus-symptoms-on-tomato-leaves-on-plants-AXKWFY.jpg,tomato-yellow-leaf-curl-virus-symptoms-on-tomato-leaves-on-plants-AXKWFY.jpg,tomato,viral,Yellow Leaf Curl Virus,TYLCV,tomato__viral__tomato_yellow_leaf_curl_virus,35,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Septoria leaf spot/septoria_tom_seedlings5x1200.jpg,septoria_tom_seedlings5x1200.jpg,tomato,fungal,Septoria Leaf Spot,Septoria lycopersici,tomato__fungal__septoria_leaf_spot,32,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/1024_x_576_-_alternaria_early_infection_symptoms_spreading.jpg,1024_x_576_-_alternaria_early_infection_symptoms_spreading.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Blueberry leaf/blueberry-plant-unripe-berries-and-leaves-blueberries-vaccinium-corybosum-BNDN04.jpg,blueberry-plant-unripe-berries-and-leaves-blueberries-vaccinium-corybosum-BNDN04.jpg,blueberry,healthy,Healthy Blueberry Leaf,,blueberry__healthy__healthy,4,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf yellow virus/r_tomato.jpg,r_tomato.jpg,tomato,viral,Yellow Leaf Curl Virus,TYLCV,tomato__viral__tomato_yellow_leaf_curl_virus,35,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/a_solani.jpg,a_solani.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Septoria leaf spot/closeup-of-tomato-leaf-y4af51-1024x768.jpg,closeup-of-tomato-leaf-y4af51-1024x768.jpg,tomato,fungal,Septoria Leaf Spot,Septoria lycopersici,tomato__fungal__septoria_leaf_spot,32,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato leaf late blight/118A_Tom_Late.jpg,118A_Tom_Late.jpg,tomato,fungal,Late Blight,Phytophthora infestans,tomato__fungal__late_blight,30,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/swcdg1-e1482969712678-300x188.jpg,swcdg1-e1482969712678-300x188.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Apple leaf/leaf-apple-tree-one-green-isolated-41556482.jpg,leaf-apple-tree-one-green-isolated-41556482.jpg,apple,healthy,Healthy Apple Leaf,,apple__healthy__healthy,3,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Strawberry leaf/bfeba4aaa5a042494590b027686e1d16.jpg,bfeba4aaa5a042494590b027686e1d16.jpg,strawberry,healthy,Healthy Strawberry Leaf,,strawberry__healthy__healthy,27,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato mold leaf/tomato_leaf-mold_02_zoom.jpg,tomato_leaf-mold_02_zoom.jpg,tomato,fungal,Leaf Mold,Passalora fulva,tomato__fungal__leaf_mold,31,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn rust leaf/Southern-Corn-Rust.ashx_w_770.jpg,Southern-Corn-Rust.ashx_w_770.jpg,corn,fungal,Common Rust,Puccinia sorghi,corn__fungal__common_rust,8,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Blueberry leaf/blueberry-leaf-isolated-white-background-clipping-path-87355538.jpg,blueberry-leaf-isolated-white-background-clipping-path-87355538.jpg,blueberry,healthy,Healthy Blueberry Leaf,,blueberry__healthy__healthy,4,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Strawberry leaf/strawberryleaves-notpi.jpg,strawberryleaves-notpi.jpg,strawberry,healthy,Healthy Strawberry Leaf,,strawberry__healthy__healthy,27,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf/dc9rk7rKi.jpg,dc9rk7rKi.jpg,grape,healthy,Healthy Grape Leaf,,grape__healthy__healthy,14,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Bell_pepper leaf spot/534a.jpg,534a.jpg,pepper,bacterial,Bacterial Spot,Xanthomonas campestris,pepper__bacterial__bacterial_spot,18,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/northern_corn_leaf_blight_university_of_delaware-600x400.jpg,northern_corn_leaf_blight_university_of_delaware-600x400.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato Early blight leaf/early_20blight_20_283_29.jpg_itok_UMYWI0xr.jpg,early_20blight_20_283_29.jpg_itok_UMYWI0xr.jpg,tomato,fungal,Early Blight,Alternaria solani,tomato__fungal__early_blight,29,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Strawberry leaf/fragaria-vesca-americana-le-ahaines-c.jpg,fragaria-vesca-americana-le-ahaines-c.jpg,strawberry,healthy,Healthy Strawberry Leaf,,strawberry__healthy__healthy,27,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/00c.jpg,00c.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn leaf blight/28430_web.jpg,28430_web.jpg,corn,fungal,Northern Leaf Blight,Exserohilum turcicum,corn__fungal__northern_leaf_blight,9,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Tomato mold leaf/100_4542.jpg,100_4542.jpg,tomato,fungal,Leaf Mold,Passalora fulva,tomato__fungal__leaf_mold,31,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Corn rust leaf/IMG_5011-15vruqb.jpg,IMG_5011-15vruqb.jpg,corn,fungal,Common Rust,Puccinia sorghi,corn__fungal__common_rust,8,plantdoc_field,field,train
cv/datasets/raw/plantdoc_repo/train/Blueberry leaf/2198823523_4b8fdb3f03_b_d.jpg,2198823523_4b8fdb3f03_b_d.jpg,blueberry,healthy,Healthy Blueberry Leaf,,blueberry__healthy__healthy,4,plantdoc_field,field,train
