file_path,filename,crop,condition_type,disease_name,scientific_name,canonical_id,class_index,source,split
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/6A642AA3-1DB1-4413-B0B6-7FBB68A5904A_original.jpeg_1528657579.jpg,6A642AA3-1DB1-4413-B0B6-7FBB68A5904A_original.jpeg_1528657579.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/seriously-unwell-apple-tree-fruit-brown-and-split-yellow-spots-on-leaves-scab-P67H27.jpg,seriously-unwell-apple-tree-fruit-brown-and-split-yellow-spots-on-leaves-scab-P67H27.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/applescableaf.jpg,applescableaf.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple%20scab%20-%20late%20season%20infection%20on%20petiole%20and%20leaf%20underside.JPG.jpg,Apple%20scab%20-%20late%20season%20infection%20on%20petiole%20and%20leaf%20underside.JPG.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-apple-leaf-X31BGG.jpg,apple-scab-venturia-inaequalis-germinated-from-a-spore-shower-on-an-apple-leaf-X31BGG.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/AppleScab14.jpg,AppleScab14.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple_scab1.jpg,apple_scab1.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/AppleScab02.jpg,AppleScab02.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple-scab-leaf-big.jpg,apple-scab-leaf-big.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apples_apple-scab_03_zoom.jpg,apples_apple-scab_03_zoom.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apples_apple-scab_02_zoom.jpg,apples_apple-scab_02_zoom.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-lesions-mycelium-on-leaves-a8h9nb.jpg,apple-scab-venturia-inaequalis-lesions-mycelium-on-leaves-a8h9nb.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/crabapple%20scab%20Snowdrift%201%20Crab%206-24-16.JPG.jpg,crabapple%20scab%20Snowdrift%201%20Crab%206-24-16.JPG.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/AppleScab03.jpg,AppleScab03.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple_scab2.jpg,apple_scab2.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/appscab.jpg,appscab.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/500_F_125294801_k0A2teQwKxZfTV1pcaerZFf9Th04F04q.jpg,500_F_125294801_k0A2teQwKxZfTV1pcaerZFf9Th04F04q.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/applescabmalus1.jpg,applescabmalus1.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/early_symptoms_of_crabapple_scab_on_prairifire.jpg,early_symptoms_of_crabapple_scab_on_prairifire.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple-Scab_1_1.jpg,Apple-Scab_1_1.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/image005.jpg,image005.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/applescab_lf.jpg,applescab_lf.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple-scab-disease-tree-fungus-906x391.jpg,apple-scab-disease-tree-fungus-906x391.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple-Scab1.jpg,Apple-Scab1.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/11NovMW_W4-A_4b.jpg,11NovMW_W4-A_4b.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple_scab.jpg,apple_scab.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/schurft.jpg,schurft.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple_scab_symptoms_on_leaf.jpg,Apple_scab_symptoms_on_leaf.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/scab-venturia-inaequalis-development-of-disease-on-the-stem-upper-B359MJ.jpg,scab-venturia-inaequalis-development-of-disease-on-the-stem-upper-B359MJ.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/appletree%20leaf.jpg,appletree%20leaf.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/img_1920.jpg,img_1920.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/disease-on-fruit-scab-on-apple-tree-j1r0jp.jpg,disease-on-fruit-scab-on-apple-tree-j1r0jp.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apples-severely-affected-by-apple-scab-venturia-inaequalis-dgk11a.jpg,apples-severely-affected-by-apple-scab-venturia-inaequalis-dgk11a.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/12-20_apple_scab1.jpg,12-20_apple_scab1.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/AppleScab.JPG.jpg,AppleScab.JPG.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple-scab-disease.jpg,apple-scab-disease.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple_Scab163.jpg,Apple_Scab163.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/inaequalis1a.jpg,inaequalis1a.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/branch-with-ill-leaf-of-apple-scab-disease-picture-id928917010_k_6_m_928917010_s_612x612_w_0_h_UY6EBbnGkTzVcp4Tm8myYO7KoIOtrZo3VRDrd91qslo_.jpg,branch-with-ill-leaf-of-apple-scab-disease-picture-id928917010_k_6_m_928917010_s_612x612_w_0_h_UY6EBbnGkTzVcp4Tm8myYO7KoIOtrZo3VRDrd91qslo_.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/Apple%20scab%20-%20early%20infection%20on%20leaves.JPG.jpg,Apple%20scab%20-%20early%20infection%20on%20leaves.JPG.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/inaequalis1b.jpg,inaequalis1b.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-AW0TTX.jpg,apple-scab-venturia-inaequalis-early-leaf-infection-and-mycelium-AW0TTX.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Apple Scab Leaf/applescab.jpg,applescab.jpg,apple,fungal,Apple Scab,Venturia inaequalis,apple__fungal__apple_scab,0,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/guignardia-bidwellii-05.jpg,guignardia-bidwellii-05.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1167.jpg,Black_Rot_of_Grapes1167.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/DCDl_p8UQAAf2hP.jpg,DCDl_p8UQAAf2hP.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Guignardia_bidwellii_%28black_rot%29_on_grape_1.jpg,Guignardia_bidwellii_%28black_rot%29_on_grape_1.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/june-9-0181.jpg,june-9-0181.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1166.jpg,Black_Rot_of_Grapes1166.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/fungus_rust.jpg,fungus_rust.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/35327886795_6f608e0eaa_b.jpg,35327886795_6f608e0eaa_b.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/01gb.jpg,01gb.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/220px-Guignardia_bidwellii_08.jpg,220px-Guignardia_bidwellii_08.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_rot_on_grape_leaves5.jpg,Black_rot_on_grape_leaves5.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/image66.jpg,image66.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/0gb.jpg,0gb.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Guignardia_bidwellii_%28black_rot%29_on_grape_4.jpg,Guignardia_bidwellii_%28black_rot%29_on_grape_4.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/PLPATH-FRU-24_Fig1-black-rot-spots-on-grape-leaf_Page_1.jpg,PLPATH-FRU-24_Fig1-black-rot-spots-on-grape-leaf_Page_1.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/apr-2016_bryan_black-rot-leaf.jpg,apr-2016_bryan_black-rot-leaf.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/DSCN1228.jpg,DSCN1228.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/150px-Plasmopara_viticola_000.jpg,150px-Plasmopara_viticola_000.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/00gb.jpg,00gb.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/02gb.jpg,02gb.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/image_original.jpeg_1495058317.jpg,image_original.jpeg_1495058317.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black_20spot_20_2819_29.JPG_itok_mf4II8zq.jpg,black_20spot_20_2819_29.JPG_itok_mf4II8zq.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/brshoot2_zoom.jpg,brshoot2_zoom.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/8-21-Anthracnose-shotholing-ANNEMIEK.jpg,8-21-Anthracnose-shotholing-ANNEMIEK.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/p_319.jpg,p_319.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/6-14-11%20ANNEMIEK%20blkRotSp.jpg,6-14-11%20ANNEMIEK%20blkRotSp.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/072109_20Hartman_20Grape_20black_20rot-fruit_20_20lvs.JPG.jpg,072109_20Hartman_20Grape_20black_20rot-fruit_20_20lvs.JPG.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Concord-Grapes.jpg,Concord-Grapes.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/br-ocw-dm.jpg,br-ocw-dm.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/br-ocw-phom.jpg,br-ocw-phom.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1317.jpg,Black_Rot_of_Grapes1317.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/80111791.jpg,80111791.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/muscals2.jpg,muscals2.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/3_21_14-Caption-Black-Rot-leaf-infection.-265x265.jpg,3_21_14-Caption-Black-Rot-leaf-infection.-265x265.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black-rot-of-grape_figure-1.jpg,black-rot-of-grape_figure-1.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/3_21_14-Caption-Black-Rot-leaf-infection..jpg,3_21_14-Caption-Black-Rot-leaf-infection..jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/000gb.jpg,000gb.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black_rot-grape_leaf.jpeg.jpg,black_rot-grape_leaf.jpeg.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/2009+07+034+black+rot+leaf+and+berry.jpg,2009+07+034+black+rot+leaf+and+berry.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-BY9J7B.jpg,black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-BY9J7B.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black_rot_1.jpg,black_rot_1.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/image_original.jpeg_1495058318.jpg,image_original.jpeg_1495058318.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/IMG_0830_original.JPG_1472588083.jpg,IMG_0830_original.JPG_1472588083.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/bad_grapes21.jpg,bad_grapes21.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/2009+06+069+Downy+mildew.jpg,2009+06+069+Downy+mildew.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Guignardia-vigne44.jpg,Guignardia-vigne44.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1153.jpg,Black_Rot_of_Grapes1153.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1154.jpg,Black_Rot_of_Grapes1154.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1168.jpg,Black_Rot_of_Grapes1168.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes152.jpg,Black_Rot_of_Grapes152.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/grape%20black%20rot%20on%20leaf_DSC0336.jpg,grape%20black%20rot%20on%20leaf_DSC0336.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1155.jpg,Black_Rot_of_Grapes1155.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes1157.jpg,Black_Rot_of_Grapes1157.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/Black_Rot_of_Grapes151.jpg,Black_Rot_of_Grapes151.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black-rot-leaves.jpg,black-rot-leaves.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/grape leaf black rot/black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,black-rot-guignardia-bidwellii-leaf-spot-lesions-on-muscadine-grape-x85jjd.jpg,grape,fungal,Black Rot,Guignardia bidwellii,grape__fungal__black_rot,11,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/IMG_0014.jpg,IMG_0014.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/blight-leaf-top.jpg,blight-leaf-top.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/potato_early-blight_06_zoom.jpg,potato_early-blight_06_zoom.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/potatolb_full_leafx1200.jpg,potatolb_full_leafx1200.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/cq5dam.web.16-9.8.jpg,cq5dam.web.16-9.8.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/1024px-Phytophthora_infestans_potato_%27Dor%C3%A9%27%2C_aardappelziekte_Dor%C3%A9.jpg,1024px-Phytophthora_infestans_potato_%27Dor%C3%A9%27%2C_aardappelziekte_Dor%C3%A9.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/PHYTIN23.img.jpg,PHYTIN23.img.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/80109626.jpg,80109626.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/early-blight-or-targfet-spot-alternaria-solani-lesions-on-a-tomato-ACG8W6.jpg,early-blight-or-targfet-spot-alternaria-solani-lesions-on-a-tomato-ACG8W6.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/potato-blight-phytophora-infestans-close-up-of-infected-leaf-showing-a60hxn.jpg,potato-blight-phytophora-infestans-close-up-of-infected-leaf-showing-a60hxn.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/Potato_Blight_Leaf.jpg,Potato_Blight_Leaf.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/87A_Pot_Early.jpg,87A_Pot_Early.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/Potato-earlyblight2.jpg,Potato-earlyblight2.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/Early_blight_on_tomato_leaves_7871930010-Fairfax.jpg,Early_blight_on_tomato_leaves_7871930010-Fairfax.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
cv/datasets/raw/plantdoc_repo/train/Potato leaf early blight/2OBH_29_Gardening_early_blight.jpg,2OBH_29_Gardening_early_blight.jpg,potato,fungal,Early Blight,Alternaria solani,potato__fungal__early_blight,20,plantdoc_field,train
